ID,Benefit_Amt,Overpayment_Amount,Payment_Date,Dollar_Error1,Dollar_Error2,Dollar_Error3,Citizenship,Age_in_yrs,ZipCodes,Marital_Status,Previous_Felony,Moved_from_out_of_state_12_mths,Income,Dependent_Care_Amount,Medical_Expense_Amount,Child_Support_Amount,Rent_Amount,Monthly_Benefit,Number_Adults,Number_Children
ABC994328,775, ,3/1/2013, , , ,Verified,30,ZIP2,MA,N,N,603,0,0,0,904,1304,1,4
ABC994372,252, ,1/1/2013, , , ,Verified,71,ZIP2,NM,N,N,0,0,0,0,773,400,1,0
ABC994372,252, ,2/1/2013, , , ,Verified,71,ZIP2,NM,N,N,0,0,0,0,773,400,1,0
ABC994372,252, ,3/1/2013, , , ,Verified,71,ZIP2,NM,N,N,0,0,0,0,773,400,1,0
ABC994375,216, ,1/1/2013, , , ,Verified,62,ZIP3,DI,N,N,491,0,0,0,604,186,1,0
ABC994375,216, ,2/1/2013, , , ,Verified,62,ZIP3,DI,N,N,491,0,0,0,604,186,1,0
ABC994375,216, ,3/1/2013, , , ,Verified,62,ZIP3,DI,N,N,491,0,0,0,604,186,1,0
ABC994383,259, ,1/1/2013, , , ,Verified,61,ZIP4,NM,N,N,0,0,0,0,0,0,1,0
ABC994383,259, ,2/1/2013, , , ,Verified,61,ZIP4,NM,N,N,0,0,0,0,0,0,1,0
ABC994383,259, ,3/1/2013, , , ,Verified,61,ZIP4,NM,N,N,0,0,0,0,0,0,1,0
ABC994411,515,320,1/1/2013, ,320, ,Verified,30,ZIP2,NM,N,N,1055,0,0,0,0,784,1,3
ABC994411,515,320,2/1/2013, ,320, ,Verified,30,ZIP2,NM,N,N,1055,0,0,0,0,784,1,3
ABC994411,515,320,3/1/2013, ,320, ,Verified,30,ZIP2,NM,N,N,1055,0,0,0,0,784,1,3
ABC994426,233, ,1/1/2013, , , ,Verified,61,ZIP4,NM,N,N,433,0,415,0,635.42,220,1,0
ABC994426,233, ,2/1/2013, , , ,Verified,61,ZIP4,NM,N,N,433,0,415,0,635.42,220,1,0
ABC994426,233, ,3/1/2013, , , ,Verified,61,ZIP4,NM,N,N,433,0,415,0,635.42,220,1,0
ABC994480,139,436,1/1/2013, , ,436,Unverified,54,ZIP5,DI,N,N,882,0,0,0,804,32,1,0
ABC994480,139,436,2/1/2013, , ,436,Unverified,54,ZIP5,DI,N,N,882,0,0,0,804,32,1,0
ABC994480,139,436,3/1/2013, , ,436,Unverified,54,ZIP5,DI,N,N,882,0,0,0,804,32,1,0
ABC994526,649, ,2/1/2013, , , ,Verified,30,ZIP4,NM,N,N,0,0,0,0,704,1052,1,2
ABC994526,649, ,3/1/2013, , , ,Verified,30,ZIP4,NM,N,N,0,0,0,0,704,1052,1,2
ABC994539,1184, ,1/1/2013, , , ,Verified,55,ZIP5,MA,N,N,622,0,0,0,1302,2710,4,7
ABC994539,1524, ,2/1/2013, , , ,Verified,55,ZIP5,MA,N,N,469,0,0,0,1302,2802,4,7
ABC994539,1524, ,3/1/2013, , , ,Verified,55,ZIP5,MA,N,N,469,0,0,0,1302,2802,4,7
ABC994587,267, ,1/1/2013, , , ,Verified,38,ZIP2,DI,N,N,320,0,0,0,804,288,1,0
ABC994587,261, ,2/1/2013, , , ,Verified,38,ZIP2,DI,N,N,339,0,0,0,804,276,1,0
ABC994587,261, ,3/1/2013, , , ,Verified,38,ZIP2,DI,N,N,339,0,0,0,804,276,1,0
ABC994601,0, ,1/1/2013, , , ,Verified,64,ZIP4,DI,N,N,0,0,0,0,0,0,1,0
ABC994601,0, ,2/1/2013, , , ,Verified,64,ZIP4,DI,N,N,0,0,0,0,0,0,1,0
ABC994601,0, ,3/1/2013, , , ,Verified,64,ZIP4,DI,N,N,0,0,0,0,0,0,1,0
ABC994622,323, ,1/1/2013, , , ,Verified,52,ZIP4,NM,N,N,0,0,0,0,1054,400,1,0
ABC994622,323, ,2/1/2013, , , ,Verified,52,ZIP4,NM,N,N,0,0,0,0,1054,400,1,0
ABC994622,323, ,3/1/2013, , , ,Verified,52,ZIP4,NM,N,N,0,0,0,0,1054,400,1,0
ABC994679,376, ,1/1/2013, , , ,Unverified,38,ZIP2,NM,N,Y,1045,0,0,0,1289,506,1,2
ABC994679,376, ,2/1/2013, , , ,Unverified,38,ZIP2,NM,N,Y,1045,0,0,0,1289,506,1,2
ABC994679,376, ,3/1/2013, , , ,Unverified,38,ZIP2,NM,N,Y,1045,0,0,0,1289,506,1,2
ABC994688,323, ,1/1/2013, , , ,Verified,71,ZIP4,DI,N,N,0,0,238.9,0,771,400,1,0
ABC994688,323, ,2/1/2013, , , ,Verified,71,ZIP4,DI,N,N,0,0,238.9,0,771,400,1,0
ABC994688,323, ,3/1/2013, , , ,Verified,71,ZIP4,DI,N,N,0,0,238.9,0,771,400,1,0
ABC994720,305, ,1/1/2013, , , ,Unverified,69,ZIP4,DI,N,N,192,0,0,0,1204,364,1,0
ABC994720,305, ,2/1/2013, , , ,Unverified,69,ZIP4,DI,N,N,192,0,0,0,1204,364,1,0
ABC994720,305, ,3/1/2013, , , ,Unverified,69,ZIP4,DI,N,N,192,0,0,0,1204,364,1,0
ABC994736,231, ,1/1/2013, , , ,Verified,63,ZIP5,DI,N,N,439,0,0,0,704,216,1,0
ABC994736,231, ,2/1/2013, , , ,Verified,63,ZIP5,DI,N,N,439,0,0,0,704,216,1,0
ABC994736,231, ,3/1/2013, , , ,Verified,63,ZIP5,DI,N,N,439,0,0,0,704,216,1,0
ABC994754,582, ,1/1/2013, , , ,Verified,36,ZIP4,DI,N,N,0,0,0,0,0,0,2,3
ABC994754,582, ,2/1/2013, , , ,Verified,36,ZIP4,DI,N,N,0,0,0,0,0,0,2,3
ABC994754,582, ,3/1/2013, , , ,Verified,36,ZIP4,DI,N,N,0,0,0,0,0,0,2,3
ABC994757,758, ,1/1/2013, , , ,Verified,36,ZIP1,NM,N,N,243,0,0,0,604,1270,2,3
ABC994757,758, ,2/1/2013, , , ,Verified,36,ZIP1,NM,N,N,243,0,0,0,604,1270,2,3
ABC994757,668, ,3/1/2013, , , ,Verified,36,ZIP1,NM,N,N,543,0,0,0,604,1090,2,3
ABC994799,323, ,1/1/2013, , , ,Verified,28,ZIP4,NM,N,N,0,0,0,0,0,400,1,0
ABC994799,323, ,2/1/2013, , , ,Verified,28,ZIP4,NM,N,N,0,0,0,0,0,400,1,0
ABC994799,323, ,3/1/2013, , , ,Verified,28,ZIP4,NM,N,N,0,0,0,0,0,400,1,0
ABC994811,323, ,1/1/2013, , , ,Unverified,65,ZIP4,NM,N,N,0,0,0,0,0,0,1,0
ABC994811,323, ,2/1/2013, , , ,Unverified,65,ZIP4,NM,N,N,0,0,0,0,0,0,1,0
ABC994811,323, ,3/1/2013, , , ,Unverified,65,ZIP4,NM,N,N,0,0,0,0,0,0,1,0
ABC994874,154, ,2/1/2013, , , ,Unverified,52,ZIP1,DI,N,N,696,0,0,0,335,62,1,0
ABC994874,154, ,3/1/2013, , , ,Unverified,52,ZIP1,DI,N,N,696,0,0,0,335,62,1,0
ABC994877,404, ,1/1/2013, , , ,Verified,43,ZIP1,DI,N,N,421,0,0,0,804,562,1,1
ABC994877,404, ,2/1/2013, , , ,Verified,43,ZIP1,DI,N,N,421,0,0,0,804,562,1,1
ABC994877,404, ,3/1/2013, , , ,Verified,43,ZIP1,DI,N,N,421,0,0,0,804,562,1,1
ABC994898,251, ,2/1/2013, , , ,Verified,70,ZIP1,DI,N,N,374,0,0,0,770,256,1,0
ABC994898,251, ,3/1/2013, , , ,Verified,70,ZIP1,DI,N,N,374,0,0,0,770,256,1,0
ABC994903,323, ,1/1/2013, , , ,Unverified,64,ZIP2,DI,N,Y,0,0,0,0,0,400,1,0
ABC994903,323, ,2/1/2013, , , ,Unverified,64,ZIP2,DI,N,Y,0,0,0,0,0,400,1,0
ABC994903,323, ,3/1/2013, , , ,Unverified,64,ZIP2,DI,N,Y,0,0,0,0,0,400,1,0
ABC994965,323, ,2/1/2013, , , ,Verified,34,ZIP3,NM,N,N,0,0,0,0,0,400,1,0
ABC994965,323, ,3/1/2013, , , ,Verified,34,ZIP3,NM,N,N,0,0,0,0,0,400,1,0
ABC994995,158, ,1/1/2013, , , ,Verified,57,ZIP4,DI,N,N,684,0,0,0,384,70,1,0
ABC994995,154, ,2/1/2013, , , ,Verified,57,ZIP4,DI,N,N,696,0,0,0,384,62,1,0
ABC994995,154, ,3/1/2013, , , ,Verified,57,ZIP4,DI,N,N,696,0,0,0,384,62,1,0
ABC995001,297, ,1/1/2013, , , ,Unverified,56,ZIP4,NM,N,N,0,0,0,0,0,0,1,0
ABC995001,297, ,2/1/2013, , , ,Unverified,56,ZIP4,NM,N,N,0,0,0,0,0,0,1,0
ABC995001,297, ,3/1/2013, , , ,Unverified,56,ZIP4,NM,N,N,0,0,0,0,0,0,1,0
ABC995009,323, ,1/1/2013, , , ,Unverified,38,ZIP4,NM,N,N,0,0,0,0,0,400,2,0
ABC995009,323, ,2/1/2013, , , ,Unverified,38,ZIP4,NM,N,N,0,0,0,0,0,400,2,0
ABC995009,323, ,3/1/2013, , , ,Unverified,38,ZIP4,NM,N,N,0,0,0,0,0,400,2,0
ABC995044,306, ,1/1/2013, , , ,Verified,61,ZIP1,WI,N,N,191,0,0,0,904,366,1,0
ABC995044,306, ,2/1/2013, , , ,Verified,61,ZIP1,WI,N,N,191,0,0,0,904,366,1,0
ABC995044,306, ,3/1/2013, , , ,Verified,61,ZIP1,WI,N,N,191,0,0,0,904,366,1,0
ABC995070,649, ,1/1/2013, , , ,Verified,29,ZIP1,NM,N,N,0,0,0,0,0,1052,2,2
ABC995070,649, ,2/1/2013, , , ,Verified,29,ZIP1,NM,N,N,0,0,0,0,0,1052,2,2
ABC995089,163, ,1/1/2013, , , ,Unverified,75,ZIP3,DI,N,N,0,0,0,0,0,0,1,0
ABC995089,163, ,2/1/2013, , , ,Unverified,75,ZIP3,DI,N,N,0,0,0,0,0,0,1,0
ABC995089,163, ,3/1/2013, , , ,Unverified,75,ZIP3,DI,N,N,0,0,0,0,0,0,1,0
ABC995096,345, ,1/1/2013, , , ,Verified,62,ZIP2,MA,N,N,617,0,0,0,694,444,1,2
ABC995096,345, ,2/1/2013, , , ,Verified,62,ZIP2,MA,N,N,617,0,0,0,694,444,1,2
ABC995096,345, ,3/1/2013, , , ,Verified,62,ZIP2,MA,N,N,617,0,0,0,694,444,1,2
ABC995123,473, ,1/1/2013, , , ,Verified,32,ZIP2,NM,N,N,721,0,0,0,777,700,1,2
ABC995123,443, ,2/1/2013, , , ,Verified,32,ZIP2,NM,N,N,871,0,0,0,777,610,1,2
ABC995123,443, ,3/1/2013, , , ,Verified,32,ZIP2,NM,N,N,1021,0,0,0,777,520,1,2
ABC995150,323, ,1/1/2013, , , ,Unverified,,ZIP1,,,,0,0,0,0,0,400,1,0
ABC995150,323, ,2/1/2013, , , ,Unverified,,ZIP1,,,,0,0,0,0,0,400,1,0
ABC995150,323, ,3/1/2013, , , ,Unverified,,ZIP1,,,,0,0,0,0,0,400,1,0
ABC995171,0,766,1/1/2013,766, , ,Verified,29,ZIP5,NM,N,N,3018,0,0,0,786,0,2,2
ABC995204,649, ,1/1/2013, , , ,Unverified,42,ZIP5,NM,N,N,0,0,0,0,0,0,3,2
ABC995204,649, ,2/1/2013, , , ,Unverified,42,ZIP5,NM,N,N,0,0,0,0,829,1052,3,2
ABC995204,649, ,3/1/2013, , , ,Unverified,42,ZIP5,NM,N,N,0,0,0,0,829,1052,3,2
ABC995307,266, ,1/1/2013, , , ,Verified,42,ZIP3,NM,N,N,0,0,0,0,0,0,1,4
ABC995307,260,138,2/1/2013, ,138, ,Verified,42,ZIP3,NM,N,N,2271,0,0,0,1003,304,1,4
ABC995307,260,138,3/1/2013, ,138, ,Verified,42,ZIP3,NM,N,N,2271,0,0,0,1003,304,1,4
ABC995363,139, ,2/1/2013, , , ,Unverified,71,ZIP1,DI,N,N,1015,0,335.3,0,814,32,1,0
ABC995363,139, ,3/1/2013, , , ,Unverified,71,ZIP1,DI,N,N,1015,0,335.3,0,814,32,1,0
ABC995365,323, ,1/1/2013, , , ,Verified,60,ZIP3,DI,N,N,0,0,0,0,0,400,1,0
ABC995365,323, ,2/1/2013, , , ,Verified,60,ZIP3,DI,N,N,0,0,0,0,0,400,1,0
ABC995365,323, ,3/1/2013, , , ,Verified,60,ZIP3,DI,N,N,0,0,0,0,0,400,1,0
ABC995401,0,220,2/1/2013, ,220, ,Verified,40,ZIP5,MA,N,N,2665,0,0,0,1304,0,2,2
ABC995401,0,220,3/1/2013, ,220, ,Verified,40,ZIP5,MA,N,N,2665,0,0,0,1304,0,2,2
ABC995403,490, ,1/1/2013, , , ,Verified,36,ZIP5,NM,N,N,0,0,0,0,486,734,2,1
ABC995403,490, ,2/1/2013, , , ,Verified,36,ZIP5,NM,N,N,0,0,0,0,486,734,2,1
ABC995403,490, ,3/1/2013, , , ,Verified,36,ZIP5,NM,N,N,0,0,0,0,486,734,2,1
ABC995405,323, ,1/1/2013, , , ,Unverified,36,ZIP5,DI,N,N,0,0,0,0,0,0,1,0
ABC995405,323, ,2/1/2013, , , ,Unverified,36,ZIP5,DI,N,N,0,0,0,0,0,0,1,0
ABC995446,0,325,1/1/2013, , ,325,Unverified,,ZIP1,,,,0,0,0,0,0,0,2,0
ABC995446,0,325,2/1/2013, , ,325,Unverified,,ZIP1,,,,0,0,0,0,0,0,2,0
ABC995446,0,325,3/1/2013, , ,325,Unverified,,ZIP1,,,,0,0,0,0,0,0,2,0
ABC995465,301, ,1/1/2013, , , ,Verified,34,ZIP3,DI,N,N,0,0,0,0,0,0,1,2
ABC995465,301, ,2/1/2013, , , ,Verified,34,ZIP3,DI,N,N,0,0,0,0,0,0,1,2
ABC995465,301, ,3/1/2013, , , ,Verified,34,ZIP3,DI,N,N,0,0,0,0,0,0,1,2
ABC995493,791, ,1/1/2013, , , ,Verified,36,ZIP4,DI,N,N,0,0,0,0,703,1336,2,4
ABC995493,791, ,2/1/2013, , , ,Verified,36,ZIP4,DI,N,N,0,0,0,0,785,1336,2,4
ABC995493,791, ,3/1/2013, , , ,Verified,36,ZIP4,DI,N,N,0,0,0,0,785,1336,2,4
ABC995496,166, ,1/1/2013, , , ,Verified,46,ZIP3,NM,N,N,0,0,0,0,0,0,1,0
ABC995496,142, ,2/1/2013, , , ,Verified,46,ZIP3,NM,N,N,737,0,0,0,810,38,1,0
ABC995496,167, ,3/1/2013, , , ,Verified,46,ZIP3,NM,N,N,655,0,0,0,810,88,1,0
ABC995498,490, ,1/1/2013, , , ,Verified,45,ZIP2,NM,N,N,0,0,0,0,904,734,1,1
ABC995498,490, ,2/1/2013, , , ,Verified,45,ZIP2,NM,N,N,0,0,0,0,904,734,1,1
ABC995498,490, ,3/1/2013, , , ,Verified,45,ZIP2,NM,N,N,0,0,0,0,904,734,1,1
ABC995569,276, ,1/1/2013, , , ,Verified,61,ZIP4,DI,N,N,291,0,0,0,804,306,1,0
ABC995569,276, ,2/1/2013, , , ,Verified,61,ZIP4,DI,N,N,291,0,0,0,804,306,1,0
ABC995569,276, ,3/1/2013, , , ,Verified,61,ZIP4,DI,N,N,291,0,0,0,804,306,1,0
ABC995656,0, ,1/1/2013, , , ,Verified,34,ZIP5,NM,N,N,0,0,0,0,0,0,1,1
ABC995656,0, ,2/1/2013, , , ,Verified,34,ZIP5,NM,N,N,0,0,0,0,0,0,1,1
ABC995656,0, ,3/1/2013, , , ,Verified,34,ZIP5,NM,N,N,0,0,0,0,0,0,1,1
ABC995662,224, ,1/1/2013, , , ,Verified,63,ZIP4,NM,N,N,463,0,0,0,662,202,1,0
ABC995662,224, ,2/1/2013, , , ,Verified,63,ZIP4,NM,N,N,463,0,0,0,662,202,1,0
ABC995669,315, ,1/1/2013, , , ,Verified,58,ZIP4,NM,N,N,716,0,0,0,0,384,1,1
ABC995669,315, ,2/1/2013, , , ,Verified,58,ZIP4,NM,N,N,716,0,0,0,0,384,1,1
ABC995669,315, ,3/1/2013, , , ,Verified,58,ZIP4,NM,N,N,716,0,0,0,0,384,1,1
ABC995673,904, ,1/1/2013, , , ,Verified,55,ZIP1,MA,N,N,704,0,0,0,604,1562,2,5
ABC995673,904, ,2/1/2013, , , ,Verified,55,ZIP1,MA,N,N,704,0,0,0,604,1562,2,5
ABC995673,904, ,3/1/2013, , , ,Verified,55,ZIP1,MA,N,N,704,0,0,0,604,1562,2,5
ABC995724,649, ,1/1/2013, , , ,Verified,35,ZIP5,NM,N,N,0,0,0,0,944,1052,1,2
ABC995724,649, ,2/1/2013, , , ,Verified,35,ZIP5,NM,N,N,0,0,0,0,944,1052,1,2
ABC995724,649, ,3/1/2013, , , ,Verified,35,ZIP5,NM,N,N,0,0,0,0,944,1052,1,2
ABC995754,242, ,1/1/2013, , , ,Unverified,37,ZIP3,NM,N,N,0,0,0,0,0,0,1,0
ABC995754,242, ,2/1/2013, , , ,Unverified,37,ZIP3,NM,N,N,0,0,0,0,0,0,1,0
ABC995754,236, ,3/1/2013, , , ,Unverified,37,ZIP3,NM,N,N,422,0,0,0,721,226,1,0
ABC995761,229, ,1/1/2013, , , ,Verified,61,ZIP3,,N,N,0,0,0,0,0,0,1,0
ABC995761,229, ,2/1/2013, , , ,Verified,61,ZIP3,,N,N,0,0,0,0,0,0,1,0
ABC995761,224, ,3/1/2013, , , ,Verified,61,ZIP3,,N,N,465,0,0,0,678.23,202,1,0
ABC995792,259, ,1/1/2013, , , ,Unverified,94,ZIP3,WI,N,N,0,0,0,0,0,0,1,0
ABC995792,252, ,2/1/2013, , , ,Unverified,94,ZIP3,WI,N,N,371,0,0,0,772,258,1,0
ABC995792,252, ,3/1/2013, , , ,Unverified,94,ZIP3,WI,N,N,371,0,0,0,772,258,1,0
ABC995809,0, ,2/1/2013, , , ,Unverified,27,ZIP2,,N,N,0,0,0,0,0,734,2,0
ABC995809,0, ,3/1/2013, , , ,Unverified,27,ZIP2,,N,N,0,0,0,0,0,734,2,0
ABC995810,323, ,2/1/2013, , , ,Verified,27,ZIP4,NM,N,N,0,0,0,0,0,400,1,1
ABC995810,323, ,3/1/2013, , , ,Verified,27,ZIP4,NM,N,N,0,0,0,0,0,400,1,1
ABC995819,606, ,1/1/2013, , , ,Unverified,60,ZIP5,NM,N,N,277,0,0,0,1354,966,1,2
ABC995819,606, ,2/1/2013, , , ,Unverified,60,ZIP5,NM,N,N,277,0,0,0,1354,966,1,2
ABC995819,606, ,3/1/2013, , , ,Unverified,60,ZIP5,NM,N,N,182,0,0,0,1354,1022,1,2
ABC995899,242, ,1/1/2013, , , ,Unverified,47,ZIP2,NM,N,N,418,0,0,0,707,230,1,0
ABC995899,232, ,2/1/2013, , , ,Unverified,47,ZIP2,NM,N,N,436,0,0,0,707,218,1,0
ABC995899,232, ,3/1/2013, , , ,Unverified,47,ZIP2,NM,N,N,436,0,0,0,707,218,1,0
ABC995910,0,331,1/1/2013,331, , ,Verified,61,ZIP2,MA,N,N,1624,0,0,0,782.31,0,2,0
ABC995976,323, ,2/1/2013, , , ,Unverified,29,ZIP4,NM,N,N,0,0,0,0,0,400,1,0
ABC995976,323, ,3/1/2013, , , ,Unverified,29,ZIP4,NM,N,N,0,0,0,0,0,400,1,0
ABC996013,791, ,1/1/2013, , , ,Verified,32,ZIP4,NM,N,N,0,0,0,0,604,1336,1,3
ABC996013,791, ,2/1/2013, , , ,Verified,32,ZIP4,NM,N,N,0,0,0,0,604,1336,1,3
ABC996013,791, ,3/1/2013, , , ,Verified,32,ZIP4,NM,N,N,0,0,0,0,604,1336,1,3
ABC996049,257, ,1/1/2013, , , ,Verified,76,ZIP4,NM,N,N,419,0,0,0,706,228,1,0
ABC996049,257, ,2/1/2013, , , ,Verified,76,ZIP4,NM,N,N,419,0,0,0,706,228,1,0
ABC996049,257, ,3/1/2013, , , ,Verified,76,ZIP4,NM,N,N,419,0,0,0,706,228,1,0
ABC996075,323, ,1/1/2013, , , ,Verified,61,ZIP4,DI,N,N,0,0,0,0,924,400,1,0
ABC996075,323, ,2/1/2013, , , ,Verified,61,ZIP4,DI,N,N,0,0,0,0,924,400,1,0
ABC996075,323, ,3/1/2013, , , ,Verified,61,ZIP4,DI,N,N,0,0,0,0,924,400,1,0
ABC996079,152, ,1/1/2013, , , ,Verified,63,ZIP5,NM,N,N,0,0,0,0,0,0,1,0
ABC996079,152, ,2/1/2013, , , ,Verified,63,ZIP5,NM,N,N,0,0,0,0,0,0,1,0
ABC996079,148, ,3/1/2013, , , ,Verified,63,ZIP5,NM,N,N,717,0,0,0,378,50,1,0
ABC996091,506, ,1/1/2013, , , ,Verified,51,ZIP3,MA,N,N,1082,0,0,0,869,766,4,2
ABC996091,530, ,2/1/2013, , , ,Verified,51,ZIP3,MA,N,N,1004,0,0,0,869,814,4,2
ABC996091,650, ,3/1/2013, , , ,Verified,51,ZIP3,MA,N,N,602,0,0,0,869,1054,4,2
ABC996094,291, ,1/1/2013, , , ,Unverified,56,ZIP5,DI,N,N,241,0,0,0,854,336,1,0
ABC996094,285, ,2/1/2013, , , ,Unverified,56,ZIP5,DI,N,N,259,0,0,0,854,324,1,0
ABC996094,285, ,3/1/2013, , , ,Unverified,56,ZIP5,DI,N,N,259,0,0,0,854,324,1,0
ABC996116,424, ,1/1/2013, , , ,Verified,42,ZIP2,MA,N,N,882,0,0,0,904,602,1,3
ABC996116,484, ,2/1/2013, , , ,Verified,42,ZIP2,MA,N,N,682,0,0,0,1104,722,1,3
ABC996116,484, ,3/1/2013, , , ,Verified,42,ZIP2,MA,N,N,682,0,0,0,1104,722,1,3
ABC996128,323, ,1/1/2013, , , ,Unverified,53,ZIP1,NM,N,N,0,0,0,0,161,400,1,0
ABC996128,323, ,2/1/2013, , , ,Unverified,53,ZIP1,NM,N,N,0,0,0,0,161,400,1,0
ABC996128,323, ,3/1/2013, , , ,Unverified,53,ZIP1,NM,N,N,0,0,0,0,161,400,1,0
ABC996146,269, ,1/1/2013, , , ,Verified,52,ZIP3,DI,N,N,0,0,0,0,0,0,1,0
ABC996146,264, ,2/1/2013, , , ,Verified,52,ZIP3,DI,N,N,330,0,0,0,812.98,282,1,0
ABC996146,264, ,3/1/2013, , , ,Verified,52,ZIP3,DI,N,N,330,0,0,0,812.98,282,1,0
ABC996152,569, ,1/1/2013, , , ,Verified,37,ZIP3,MA,N,N,1291,0,0,0,1119,892,2,4
ABC996152,535, ,2/1/2013, , , ,Verified,37,ZIP3,MA,N,N,1402,0,0,0,1119,824,2,4
ABC996152,535, ,3/1/2013, , , ,Verified,37,ZIP3,MA,N,N,1402,0,0,0,1119,824,2,4
ABC996155,206, ,1/1/2013, , , ,Verified,68,ZIP4,MA,N,N,524,0,233.9,0,0,166,1,0
ABC996155,206, ,2/1/2013, , , ,Verified,68,ZIP4,MA,N,N,524,0,233.9,0,0,166,1,0
ABC996155,206, ,3/1/2013, , , ,Verified,68,ZIP4,MA,N,N,524,0,233.9,0,0,166,1,0
ABC996172,235, ,2/1/2013, , , ,Verified,60,ZIP3,DI,N,N,426,0,0,0,687,224,1,0
ABC996172,235, ,3/1/2013, , , ,Verified,60,ZIP3,DI,N,N,426,0,0,0,687,224,1,0
ABC996188,323, ,1/1/2013, , , ,Verified,57,ZIP4,NM,N,N,0,0,0,0,1029,400,1,0
ABC996188,323, ,2/1/2013, , , ,Verified,57,ZIP4,NM,N,N,0,0,0,0,1029,400,1,0
ABC996188,323, ,3/1/2013, , , ,Verified,57,ZIP4,NM,N,N,0,0,0,0,1029,400,1,0
ABC996207,241, ,1/1/2013, , , ,Verified,53,ZIP3,NM,N,N,0,0,0,0,0,0,1,0
ABC996207,241, ,2/1/2013, , , ,Verified,53,ZIP3,NM,N,N,0,0,0,0,0,0,1,0
ABC996207,236, ,3/1/2013, , , ,Verified,53,ZIP3,NM,N,N,424,0,139,0,719,226,1,0
ABC996276,139, ,1/1/2013, , , ,Verified,60,ZIP1,DI,N,N,0,0,174,0,839,32,1,0
ABC996276,0,118,2/1/2013,118, , ,Verified,60,ZIP1,DI,N,N,1018,0,174,0,839,32,1,0
ABC996276,0,118,3/1/2013,118, , ,Verified,60,ZIP1,DI,N,N,1018,0,174,0,839,32,1,0
ABC996344,227, ,1/1/2013, , , ,Verified,65,ZIP1,DI,N,,0,0,0,0,0,0,1,0
ABC996344,227, ,2/1/2013, , , ,Verified,65,ZIP1,DI,N,,0,0,0,0,0,0,1,0
ABC996344,139, ,3/1/2013, , , ,Verified,65,ZIP1,DI,N,,1007,0,0,0,1079,32,1,0
ABC996348,237, ,1/1/2013, , , ,Unverified,65,ZIP4,MA,N,N,977,0,0,0,895.33,228,1,1
ABC996348,237, ,2/1/2013, , , ,Unverified,65,ZIP4,MA,N,N,977,0,0,0,895.33,228,1,1
ABC996348,237, ,3/1/2013, , , ,Unverified,65,ZIP4,MA,N,N,977,0,0,0,895.33,228,1,1
ABC996350,149, ,1/1/2013, , , ,Unverified,66,ZIP3,WI,N,N,0,0,0,0,0,0,1,0
ABC996350,149, ,2/1/2013, , , ,Unverified,66,ZIP3,WI,N,N,0,0,0,0,0,0,1,0
ABC996350,149, ,3/1/2013, , , ,Unverified,66,ZIP3,WI,N,N,0,0,0,0,0,0,1,0
ABC996356,195, ,1/1/2013, , , ,Verified,62,ZIP2,NM,N,N,0,0,0,0,0,0,1,0
ABC996356,195, ,2/1/2013, , , ,Verified,62,ZIP2,NM,N,N,0,0,0,0,0,0,1,0
ABC996356,195, ,3/1/2013, , , ,Verified,62,ZIP2,NM,N,N,0,0,0,0,0,0,1,0
ABC996360,165, ,2/1/2013, , , ,Verified,64,ZIP5,DI,N,N,660,0,0,0,804,84,1,0
ABC996360,165, ,3/1/2013, , , ,Verified,64,ZIP5,DI,N,N,660,0,0,0,804,84,1,0
ABC996386,276, ,1/1/2013, , , ,Verified,55,ZIP3,DI,N,N,291,0,0,0,804,306,1,0
ABC996386,270, ,2/1/2013, , , ,Verified,55,ZIP3,DI,N,N,309,0,0,0,804,294,1,0
ABC996386,270, ,3/1/2013, , , ,Verified,55,ZIP3,DI,N,N,309,0,0,0,804,294,1,0
ABC996404,323, ,1/1/2013, , , ,Unverified,54,ZIP5,DI,N,N,0,0,0,0,604,400,1,0
ABC996404,323, ,2/1/2013, , , ,Unverified,54,ZIP5,DI,N,N,0,0,0,0,604,400,1,0
ABC996404,323, ,3/1/2013, , , ,Unverified,54,ZIP5,DI,N,N,0,0,0,0,604,400,1,0
ABC996430,529, ,1/1/2013, , , ,Verified,39,ZIP5,DI,N,N,0,0,0,0,604,1052,1,2
ABC996430,529, ,2/1/2013, , , ,Verified,39,ZIP5,DI,N,N,252,0,0,0,604,980,1,2
ABC996430,529, ,3/1/2013, , , ,Verified,39,ZIP5,DI,N,N,252,0,0,0,604,980,1,2
ABC996455,323, ,1/1/2013, , , ,Verified,67,ZIP2,DI,N,N,0,0,233.9,0,736,400,1,0
ABC996455,323, ,2/1/2013, , , ,Verified,67,ZIP2,DI,N,N,0,0,233.9,0,736,400,1,0
ABC996455,323, ,3/1/2013, , , ,Verified,67,ZIP2,DI,N,N,0,0,233.9,0,736,400,1,0
ABC996459,179, ,1/1/2013, , , ,Verified,60,ZIP1,WI,N,N,615,0,0,0,1179,112,1,0
ABC996459,179, ,2/1/2013, , , ,Verified,60,ZIP1,WI,N,N,615,0,0,0,1179,112,1,0
ABC996459,179, ,3/1/2013, , , ,Verified,60,ZIP1,WI,N,N,615,0,0,0,1179,112,1,0
ABC996471,139, ,1/1/2013, , , ,Verified,57,ZIP2,NM,N,N,777,0,0,0,327,32,1,0
ABC996471,139, ,2/1/2013, , , ,Verified,57,ZIP2,NM,N,N,777,0,0,0,327,32,1,0
